match_id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,team1_score,team2_score,team1_wickets,team2_wickets,first_innings_score,second_innings_score
387,2013,Lucknow,2013-04-10,KKR,CSK,CSK,bat,normal,N,CSK,15,3,CSK_Player_4,Lucknow,160,175,4,7,160,175
388,2013,Ahmedabad,2013-04-07,PBKS,RCB,RCB,bat,normal,N,PBKS,28,0,PBKS_Player_4,Ahmedabad,170,142,10,3,170,142
389,2013,Mohali,2013-04-12,RR,PBKS,PBKS,field,normal,N,RR,25,1,RR_Player_4,Mohali,149,124,9,4,149,124
390,2013,Chennai,2013-04-19,PWI,SRH,SRH,field,normal,N,PWI,22,4,PWI_Player_5,Chennai,131,109,6,10,131,109
391,2013,Bangalore,2013-04-17,PBKS,CSK,CSK,field,normal,N,PBKS,4,1,PBKS_Player_3,Bangalore,163,159,9,8,163,159
392,2013,Delhi,2013-04-04,PBKS,RCB,RCB,bat,normal,N,RCB,7,6,RCB_Player_2,Delhi,144,151,5,4,144,151
393,2013,Mohali,2013-04-11,MI,PBKS,PBKS,field,normal,N,MI,19,2,MI_Player_3,Mohali,194,175,8,4,194,175
394,2013,Bangalore,2013-04-29,SRH,RR,RR,bat,normal,N,RR,7,3,RR_Player_1,Bangalore,171,178,3,7,171,178
395,2013,Mohali,2013-04-09,DC,KKR,DC,field,normal,N,DC,6,1,DC_Player_7,Mohali,168,162,9,6,162,168
396,2013,Lucknow,2013-04-15,SRH,CSK,CSK,bat,normal,N,CSK,16,5,CSK_Player_4,Lucknow,120,136,10,5,120,136
397,2013,Kolkata,2013-04-23,CSK,SRH,SRH,bat,normal,N,CSK,27,1,CSK_Player_4,Kolkata,172,145,9,4,172,145
398,2013,Bangalore,2013-04-29,PWI,MI,MI,field,normal,N,PWI,18,2,PWI_Player_7,Bangalore,167,149,8,9,167,149
399,2013,Mohali,2013-04-26,DC,MI,DC,field,normal,N,MI,22,3,MI_Player_2,Mohali,171,193,5,7,193,171
400,2013,Mumbai,2013-04-05,RR,MI,MI,field,normal,N,MI,41,0,MI_Player_9,Mumbai,174,215,7,10,174,215
401,2013,Chennai,2013-04-01,PWI,RCB,RCB,field,normal,N,PWI,1,6,PWI_Player_1,Chennai,161,160,4,9,161,160
402,2013,Kolkata,2013-04-23,KKR,DC,DC,bat,normal,N,DC,28,2,DC_Player_2,Kolkata,141,169,8,8,141,169
403,2013,Mohali,2013-04-22,PBKS,CSK,PBKS,bat,normal,Y,PBKS,17,1,PBKS_Player_7,Mohali,178,161,9,4,178,161
404,2013,Lucknow,2013-04-26,MI,RCB,RCB,field,normal,N,MI,20,6,MI_Player_5,Lucknow,162,142,4,5,162,142
405,2014,Lucknow,2014-04-23,RCB,KKR,KKR,bat,normal,N,RCB,19,2,RCB_Player_9,Lucknow,169,150,8,9,169,150
406,2014,Delhi,2014-04-22,RCB,SRH,SRH,field,normal,N,SRH,14,7,SRH_Player_8,Delhi,160,174,9,3,160,174
407,2014,Jaipur,2014-04-04,RCB,CSK,CSK,bat,normal,N,RCB,40,6,RCB_Player_1,Jaipur,197,157,4,10,197,157
408,2014,Mumbai,2014-04-19,CSK,KKR,CSK,field,normal,N,KKR,14,0,KKR_Player_7,Mumbai,151,165,8,10,165,151
409,2014,Chennai,2014-04-13,SRH,CSK,SRH,field,normal,N,SRH,6,5,SRH_Player_6,Chennai,149,143,5,4,143,149
410,2014,Jaipur,2014-04-23,MI,DC,MI,bat,normal,N,DC,27,3,DC_Player_2,Jaipur,145,172,3,7,145,172
411,2014,Jaipur,2014-04-03,DC,PBKS,PBKS,field,normal,N,PBKS,41,1,PBKS_Player_7,Jaipur,145,186,3,9,145,186
412,2014,Chennai,2014-04-30,RCB,PBKS,RCB,bat,normal,N,PBKS,34,4,PBKS_Player_5,Chennai,138,172,8,6,138,172
413,2014,Mumbai,2014-04-18,MI,KKR,MI,field,normal,N,MI,27,4,MI_Player_11,Mumbai,166,139,6,3,139,166
414,2014,Kolkata,2014-04-13,MI,PBKS,MI,bat,normal,N,PBKS,11,2,PBKS_Player_9,Kolkata,147,158,7,8,147,158
415,2014,Mohali,2014-04-16,CSK,MI,MI,field,normal,N,MI,17,3,MI_Player_2,Mohali,155,172,3,7,155,172
416,2014,Lucknow,2014-04-29,RCB,DC,RCB,field,normal,N,RCB,17,7,RCB_Player_1,Lucknow,148,131,3,8,131,148
417,2014,Chennai,2014-04-26,RCB,SRH,SRH,field,normal,N,SRH,20,7,SRH_Player_10,Chennai,132,152,4,3,132,152
418,2014,Mumbai,2014-04-26,MI,DC,MI,bat,normal,N,DC,3,7,DC_Player_7,Mumbai,166,169,5,3,166,169
419,2014,Kolkata,2014-04-16,KKR,DC,DC,field,normal,N,DC,17,6,DC_Player_6,Kolkata,147,164,3,4,147,164
420,2014,Mohali,2014-04-25,SRH,PBKS,PBKS,field,normal,N,SRH,14,1,SRH_Player_10,Mohali,189,175,9,3,189,175
421,2014,Bangalore,2014-04-30,KKR,SRH,KKR,bat,normal,N,SRH,1,2,SRH_Player_8,Bangalore,180,181,7,8,180,181
422,2014,Lucknow,2014-04-23,SRH,KKR,KKR,bat,normal,N,SRH,20,4,SRH_Player_3,Lucknow,171,151,6,5,171,151
423,2014,Chennai,2014-04-27,PBKS,KKR,KKR,field,normal,N,PBKS,22,6,PBKS_Player_4,Chennai,148,126,4,6,148,126
424,2014,Hyderabad,2014-04-21,RCB,PBKS,PBKS,field,normal,N,PBKS,3,3,PBKS_Player_7,Hyderabad,164,167,4,7,164,167
425,2014,Bangalore,2014-04-14,SRH,RR,SRH,field,normal,N,RR,29,1,RR_Player_7,Bangalore,151,180,5,9,180,151
426,2014,Delhi,2014-04-10,KKR,PBKS,PBKS,field,normal,N,PBKS,1,1,PBKS_Player_4,Delhi,158,159,6,9,158,159
427,2014,Lucknow,2014-04-25,SRH,RR,SRH,field,normal,N,RR,8,5,RR_Player_11,Lucknow,153,161,7,5,161,153
428,2014,Ahmedabad,2014-04-18,MI,RCB,MI,bat,normal,N,RCB,10,3,RCB_Player_6,Ahmedabad,174,184,6,7,174,184
429,2014,Hyderabad,2014-04-12,KKR,MI,MI,field,normal,N,MI,22,4,MI_Player_6,Hyderabad,136,158,7,6,136,158
430,2014,Lucknow,2014-04-24,DC,CSK,DC,field,normal,N,CSK,24,5,CSK_Player_2,Lucknow,188,212,3,5,212,188
431,2014,Kolkata,2014-04-25,PBKS,KKR,KKR,bat,normal,N,PBKS,25,5,PBKS_Player_2,Kolkata,155,130,5,9,155,130
432,2014,Jaipur,2014-04-29,SRH,PBKS,PBKS,field,normal,N,PBKS,20,5,PBKS_Player_2,Jaipur,136,156,5,5,136,156
433,2014,Mohali,2014-04-26,PBKS,SRH,SRH,bat,normal,N,SRH,19,3,SRH_Player_3,Mohali,187,206,4,7,187,206
434,2014,Delhi,2014-04-26,PBKS,CSK,CSK,field,normal,N,PBKS,22,3,PBKS_Player_3,Delhi,172,150,7,5,172,150
435,2014,Lucknow,2014-04-24,MI,PBKS,PBKS,field,normal,N,PBKS,5,6,PBKS_Player_10,Lucknow,156,161,9,4,156,161
436,2014,Jaipur,2014-04-15,PBKS,DC,DC,field,normal,N,PBKS,9,3,PBKS_Player_2,Jaipur,143,134,7,8,143,134
437,2014,Jaipur,2014-04-23,PBKS,KKR,KKR,bat,normal,N,PBKS,44,6,PBKS_Player_5,Jaipur,191,147,4,7,191,147
438,2014,Mumbai,2014-04-16,RCB,PBKS,PBKS,bat,normal,N,RCB,44,4,RCB_Player_5,Mumbai,214,170,6,4,214,170
439,2014,Ahmedabad,2014-04-06,KKR,DC,DC,field,normal,N,DC,26,5,DC_Player_10,Ahmedabad,133,159,8,5,133,159
440,2014,Mumbai,2014-04-18,RR,CSK,CSK,field,normal,N,RR,10,4,RR_Player_4,Mumbai,155,145,6,8,155,145
441,2014,Kolkata,2014-04-14,CSK,PBKS,PBKS,bat,normal,N,PBKS,25,6,PBKS_Player_9,Kolkata,139,164,9,4,139,164
442,2014,Ahmedabad,2014-04-16,RR,SRH,SRH,field,normal,N,RR,7,0,RR_Player_1,Ahmedabad,173,166,10,4,173,166
443,2014,Mohali,2014-04-02,RCB,RR,RR,field,normal,N,RR,9,1,RR_Player_7,Mohali,181,190,6,9,181,190
444,2014,Mohali,2014-04-15,RR,DC,RR,field,normal,N,DC,17,6,DC_Player_9,Mohali,127,144,6,4,144,127
445,2014,Kolkata,2014-04-21,PBKS,DC,DC,field,normal,N,DC,28,4,DC_Player_7,Kolkata,136,164,3,6,136,164
446,2014,Lucknow,2014-04-14,RR,DC,RR,bat,normal,N,DC,5,5,DC_Player_2,Lucknow,135,140,7,5,135,140
447,2014,Kolkata,2014-04-09,KKR,SRH,KKR,field,normal,N,KKR,5,1,KKR_Player_10,Kolkata,154,149,9,4,149,154
448,2014,Hyderabad,2014-04-05,MI,RCB,RCB,field,normal,Y,MI,21,7,MI_Player_1,Hyderabad,190,169,3,3,190,169
449,2014,Kolkata,2014-04-25,SRH,RR,SRH,bat,normal,N,RR,26,6,RR_Player_6,Kolkata,145,171,6,4,145,171
450,2014,Lucknow,2014-04-18,RCB,DC,DC,field,normal,N,RCB,28,3,RCB_Player_5,Lucknow,194,166,7,10,194,166
451,2014,Ahmedabad,2014-04-13,SRH,RCB,RCB,field,normal,N,RCB,25,3,RCB_Player_6,Ahmedabad,164,189,9,7,164,189
452,2014,Kolkata,2014-04-19,KKR,DC,DC,bat,normal,N,DC,23,7,DC_Player_2,Kolkata,142,165,3,3,142,165
453,2014,Jaipur,2014-04-27,DC,PBKS,PBKS,field,normal,N,PBKS,7,3,PBKS_Player_6,Jaipur,147,154,4,7,147,154
454,2014,Jaipur,2014-04-10,KKR,DC,DC,field,normal,N,KKR,24,2,KKR_Player_2,Jaipur,183,159,8,7,183,159
455,2014,Chennai,2014-04-21,CSK,RR,RR,field,normal,N,CSK,13,4,CSK_Player_1,Chennai,157,144,6,6,157,144
456,2014,Mumbai,2014-04-07,MI,PBKS,MI,bat,normal,N,PBKS,27,6,PBKS_Player_11,Mumbai,145,172,6,4,145,172
457,2014,Chennai,2014-04-19,KKR,RR,KKR,field,normal,N,KKR,27,7,KKR_Player_8,Chennai,153,126,3,8,126,153
458,2014,Hyderabad,2014-04-29,DC,KKR,KKR,field,normal,N,KKR,22,1,KKR_Player_4,Hyderabad,128,150,9,9,128,150
459,2014,Kolkata,2014-04-10,RR,CSK,RR,field,normal,N,CSK,12,6,CSK_Player_2,Kolkata,160,172,9,4,172,160
460,2014,Lucknow,2014-04-19,CSK,SRH,CSK,field,normal,N,SRH,6,2,SRH_Player_10,Lucknow,156,162,4,8,162,156
461,2014,Delhi,2014-04-13,MI,DC,DC,bat,normal,N,MI,29,0,MI_Player_7,Delhi,195,166,10,3,195,166
462,2014,Kolkata,2014-04-04,MI,PBKS,PBKS,bat,normal,N,PBKS,19,0,PBKS_Player_6,Kolkata,179,198,7,10,179,198
463,2014,Bangalore,2014-04-06,RCB,SRH,RCB,bat,normal,N,SRH,13,2,SRH_Player_11,Bangalore,147,160,6,8,147,160
464,2014,Mohali,2014-04-23,CSK,KKR,CSK,field,normal,N,KKR,26,1,KKR_Player_11,Mohali,131,157,8,9,157,131
465,2015,Lucknow,2015-04-22,KKR,DC,DC,field,normal,N,KKR,10,7,KKR_Player_8,Lucknow,161,151,3,3,161,151
466,2015,Bangalore,2015-04-13,RCB,DC,DC,field,normal,N,DC,8,5,DC_Player_7,Bangalore,174,182,9,5,174,182
467,2015,Ahmedabad,2015-04-14,RR,KKR,RR,bat,normal,N,RR,6,3,RR_Player_11,Ahmedabad,153,147,7,9,153,147
468,2015,Chennai,2015-04-07,PBKS,DC,DC,bat,normal,N,DC,22,1,DC_Player_5,Chennai,147,169,4,9,147,169
469,2015,Delhi,2015-04-06,SRH,DC,DC,field,normal,N,SRH,23,7,SRH_Player_6,Delhi,156,133,3,10,156,133
470,2015,Chennai,2015-04-13,DC,SRH,DC,bat,normal,N,SRH,29,2,SRH_Player_10,Chennai,123,152,5,8,123,152
471,2015,Jaipur,2015-04-19,MI,PBKS,MI,bat,normal,N,MI,29,2,MI_Player_10,Jaipur,165,136,8,7,165,136
472,2015,Bangalore,2015-04-27,PBKS,SRH,SRH,field,normal,N,PBKS,36,5,PBKS_Player_2,Bangalore,193,157,5,9,193,157
473,2015,Bangalore,2015-04-05,RCB,PBKS,PBKS,field,normal,N,PBKS,18,4,PBKS_Player_10,Bangalore,151,169,8,6,151,169
474,2015,Chennai,2015-04-29,KKR,RR,KKR,field,normal,N,RR,3,3,RR_Player_10,Chennai,163,166,4,7,166,163
475,2015,Lucknow,2015-04-16,DC,PBKS,PBKS,bat,normal,N,PBKS,3,1,PBKS_Player_8,Lucknow,151,154,6,9,151,154
476,2015,Hyderabad,2015-04-06,MI,RR,MI,field,normal,N,MI,8,7,MI_Player_7,Hyderabad,172,164,3,7,164,172
477,2015,Bangalore,2015-04-10,DC,PBKS,DC,field,normal,N,PBKS,9,2,PBKS_Player_10,Bangalore,167,176,9,8,176,167
478,2015,Kolkata,2015-04-01,KKR,DC,DC,bat,normal,N,DC,16,1,DC_Player_5,Kolkata,140,156,8,9,140,156
479,2015,Ahmedabad,2015-04-10,RR,RCB,RCB,field,normal,N,RR,29,3,RR_Player_7,Ahmedabad,183,154,7,4,183,154
480,2015,Lucknow,2015-04-06,DC,MI,DC,field,normal,N,DC,3,2,DC_Player_10,Lucknow,153,150,8,7,150,153
481,2015,Lucknow,2015-04-21,MI,RCB,MI,field,normal,N,MI,1,7,MI_Player_1,Lucknow,160,159,3,5,159,160
482,2015,Ahmedabad,2015-04-24,RR,RCB,RCB,field,normal,N,RR,24,1,RR_Player_3,Ahmedabad,169,145,9,4,169,145
483,2015,Mohali,2015-04-05,PBKS,RCB,PBKS,bat,normal,N,RCB,26,4,RCB_Player_11,Mohali,153,179,5,6,153,179
484,2015,Lucknow,2015-04-05,RCB,MI,MI,bat,normal,N,RCB,7,7,RCB_Player_1,Lucknow,140,133,3,4,140,133
485,2015,Chennai,2015-04-04,CSK,PBKS,CSK,bat,normal,N,CSK,28,0,CSK_Player_6,Chennai,143,115,10,5,143,115
486,2015,Ahmedabad,2015-04-20,PBKS,MI,PBKS,field,normal,N,MI,36,4,MI_Player_4,Ahmedabad,179,215,6,6,215,179
487,2015,Chennai,2015-04-09,PBKS,CSK,CSK,field,normal,N,PBKS,26,3,PBKS_Player_3,Chennai,198,172,7,3,198,172
488,2015,Mumbai,2015-04-19,SRH,MI,MI,bat,normal,N,SRH,20,6,SRH_Player_9,Mumbai,193,173,4,5,193,173
489,2015,Chennai,2015-04-05,PBKS,KKR,KKR,field,normal,N,KKR,32,5,KKR_Player_1,Chennai,156,188,4,5,156,188
490,2015,Ahmedabad,2015-04-29,CSK,MI,MI,bat,normal,N,CSK,15,2,CSK_Player_10,Ahmedabad,177,162,8,10,177,162
491,2015,Kolkata,2015-04-26,MI,RCB,MI,bat,normal,Y,MI,42,6,MI_Player_4,Kolkata,204,162,4,4,204,162
492,2015,Ahmedabad,2015-04-10,DC,SRH,SRH,bat,normal,N,SRH,5,3,SRH_Player_9,Ahmedabad,168,173,8,7,168,173
493,2015,Bangalore,2015-04-19,DC,MI,MI,field,normal,N,DC,3,2,DC_Player_9,Bangalore,165,162,8,6,165,162
494,2015,Bangalore,2015-04-26,RR,PBKS,RR,bat,normal,N,RR,18,3,RR_Player_5,Bangalore,185,167,7,8,185,167
495,2015,Lucknow,2015-04-30,PBKS,RCB,PBKS,bat,normal,N,RCB,13,6,RCB_Player_9,Lucknow,139,152,5,4,139,152
496,2015,Delhi,2015-04-20,RCB,SRH,SRH,field,normal,Y,SRH,18,4,SRH_Player_8,Delhi,154,172,7,6,154,172
497,2015,Delhi,2015-04-25,SRH,RCB,RCB,bat,normal,N,SRH,9,5,SRH_Player_8,Delhi,146,137,5,6,146,137
498,2015,Mohali,2015-04-19,RCB,PBKS,RCB,bat,normal,N,RCB,39,4,RCB_Player_1,Mohali,172,133,6,3,172,133
499,2015,Mumbai,2015-04-11,RR,PBKS,RR,field,normal,N,RR,26,3,RR_Player_1,Mumbai,172,146,7,8,146,172
500,2015,Chennai,2015-04-06,MI,DC,DC,field,normal,Y,MI,2,7,MI_Player_2,Chennai,161,159,3,8,161,159
501,2015,Chennai,2015-04-12,RCB,CSK,CSK,field,normal,N,RCB,22,2,RCB_Player_7,Chennai,146,124,8,4,146,124
502,2015,Delhi,2015-04-02,RCB,PBKS,PBKS,bat,normal,N,RCB,27,7,RCB_Player_4,Delhi,151,124,3,9,151,124
503,2015,Chennai,2015-04-12,RCB,MI,MI,bat,normal,N,RCB,18,1,RCB_Player_4,Chennai,170,152,9,3,170,152
504,2015,Ahmedabad,2015-04-03,DC,KKR,DC,field,normal,N,DC,5,3,DC_Player_8,Ahmedabad,164,159,7,10,159,164
505,2015,Jaipur,2015-04-02,MI,RR,MI,bat,normal,N,RR,10,0,RR_Player_3,Jaipur,142,152,3,10,142,152
506,2015,Chennai,2015-04-09,DC,PBKS,DC,bat,normal,N,DC,3,2,DC_Player_2,Chennai,167,164,8,4,167,164
507,2015,Hyderabad,2015-04-26,CSK,MI,CSK,field,normal,N,MI,17,5,MI_Player_8,Hyderabad,151,168,9,5,168,151
508,2015,Jaipur,2015-04-19,KKR,MI,MI,field,normal,N,MI,1,2,MI_Player_5,Jaipur,143,144,9,8,143,144
509,2015,Jaipur,2015-04-20,CSK,RCB,RCB,field,normal,N,CSK,21,3,CSK_Player_6,Jaipur,187,166,7,6,187,166
510,2015,Chennai,2015-04-12,CSK,RCB,RCB,bat,normal,N,CSK,25,7,CSK_Player_3,Chennai,181,156,3,5,181,156
511,2015,Chennai,2015-04-24,DC,PBKS,DC,bat,normal,N,PBKS,40,7,PBKS_Player_8,Chennai,162,202,8,3,162,202
512,2015,Chennai,2015-04-18,KKR,SRH,KKR,field,normal,N,KKR,23,0,KKR_Player_11,Chennai,173,150,10,4,150,173
513,2015,Mumbai,2015-04-26,RR,SRH,SRH,bat,normal,N,SRH,5,1,SRH_Player_3,Mumbai,174,179,6,9,174,179
514,2015,Jaipur,2015-04-21,SRH,RR,SRH,field,normal,N,RR,14,4,RR_Player_3,Jaipur,154,168,7,6,168,154
515,2015,Chennai,2015-04-24,RR,DC,DC,bat,normal,N,DC,19,2,DC_Player_3,Chennai,137,156,5,8,137,156
516,2015,Kolkata,2015-04-26,CSK,SRH,SRH,bat,normal,N,SRH,17,1,SRH_Player_3,Kolkata,136,153,10,9,136,153
517,2015,Bangalore,2015-04-29,CSK,DC,DC,bat,normal,N,DC,25,7,DC_Player_5,Bangalore,169,194,4,3,169,194
518,2015,Kolkata,2015-04-07,DC,PBKS,DC,field,normal,N,PBKS,25,6,PBKS_Player_6,Kolkata,144,169,8,4,169,144
519,2015,Lucknow,2015-04-27,RR,RCB,RR,bat,normal,N,RCB,24,1,RCB_Player_6,Lucknow,141,165,7,9,141,165
520,2015,Kolkata,2015-04-28,MI,RR,RR,field,normal,Y,RR,22,2,RR_Player_5,Kolkata,137,159,5,8,137,159
521,2015,Mumbai,2015-04-12,PBKS,RR,RR,field,normal,Y,RR,29,5,RR_Player_10,Mumbai,185,214,4,5,185,214
522,2015,Kolkata,2015-04-18,KKR,RR,RR,bat,normal,N,RR,8,5,RR_Player_5,Kolkata,180,188,7,5,180,188
523,2015,Chennai,2015-04-07,DC,RR,RR,field,normal,N,DC,14,0,DC_Player_11,Chennai,197,183,10,6,197,183
524,2015,Lucknow,2015-04-03,RCB,PBKS,RCB,field,normal,N,RCB,8,7,RCB_Player_3,Lucknow,171,163,3,3,163,171
525,2016,Lucknow,2016-04-02,MI,CSK,CSK,field,normal,N,MI,3,4,MI_Player_2,Lucknow,160,157,6,6,160,157
526,2016,Mumbai,2016-04-22,RR,CSK,CSK,field,normal,N,RR,15,1,RR_Player_6,Mumbai,176,161,9,5,176,161
527,2016,Chennai,2016-04-14,GL,PBKS,PBKS,bat,normal,N,PBKS,10,5,PBKS_Player_2,Chennai,146,156,6,5,146,156
528,2016,Mohali,2016-04-07,PBKS,DC,PBKS,field,normal,N,PBKS,26,7,PBKS_Player_2,Mohali,169,143,3,7,143,169
529,2016,Jaipur,2016-04-26,RR,SRH,SRH,field,normal,N,RR,5,5,RR_Player_10,Jaipur,160,155,5,6,160,155
530,2016,Mohali,2016-04-25,RCB,PBKS,RCB,field,normal,N,RCB,19,6,RCB_Player_10,Mohali,176,157,4,3,157,176
531,2016,Ahmedabad,2016-04-16,RCB,PBKS,RCB,bat,normal,N,PBKS,28,5,PBKS_Player_1,Ahmedabad,171,199,7,5,171,199
532,2016,Delhi,2016-04-29,RCB,DC,RCB,field,normal,N,DC,2,1,DC_Player_2,Delhi,156,158,3,9,158,156
533,2016,Chennai,2016-04-01,RR,GL,RR,field,normal,N,GL,27,5,GL_Player_4,Chennai,142,169,3,5,169,142
534,2016,Hyderabad,2016-04-11,CSK,GL,CSK,bat,normal,N,CSK,14,0,CSK_Player_6,Hyderabad,145,131,10,4,145,131
535,2016,Jaipur,2016-04-15,RCB,CSK,CSK,bat,normal,N,RCB,12,1,RCB_Player_1,Jaipur,142,130,9,3,142,130
536,2016,Delhi,2016-04-20,GL,CSK,CSK,bat,normal,N,CSK,19,3,CSK_Player_1,Delhi,140,159,3,7,140,159
537,2016,Mohali,2016-04-26,RPS,GL,RPS,bat,normal,N,GL,22,1,GL_Player_5,Mohali,152,174,6,9,152,174
538,2016,Mohali,2016-04-20,PBKS,CSK,CSK,field,normal,N,CSK,6,1,CSK_Player_4,Mohali,165,171,5,9,165,171
539,2016,Delhi,2016-04-08,PBKS,CSK,CSK,field,normal,N,PBKS,10,2,PBKS_Player_10,Delhi,155,145,8,10,155,145
540,2016,Chennai,2016-04-15,RR,PBKS,PBKS,field,normal,N,RR,27,1,RR_Player_8,Chennai,190,163,9,9,190,163
541,2016,Lucknow,2016-04-25,SRH,RPS,SRH,field,normal,N,RPS,11,3,RPS_Player_11,Lucknow,155,166,8,7,166,155
542,2016,Jaipur,2016-04-14,RR,DC,DC,field,normal,N,RR,17,4,RR_Player_1,Jaipur,156,139,6,5,156,139
543,2016,Mohali,2016-04-12,RR,CSK,CSK,field,normal,N,CSK,29,4,CSK_Player_10,Mohali,164,193,3,6,164,193
544,2016,Jaipur,2016-04-03,CSK,RPS,CSK,field,normal,N,CSK,26,4,CSK_Player_4,Jaipur,161,135,6,5,135,161
545,2016,Mohali,2016-04-25,DC,RPS,RPS,field,normal,N,RPS,31,6,RPS_Player_8,Mohali,167,198,5,4,167,198
546,2016,Delhi,2016-04-05,KKR,DC,KKR,bat,normal,N,DC,20,2,DC_Player_7,Delhi,141,161,5,8,141,161
547,2016,Delhi,2016-04-27,PBKS,CSK,PBKS,bat,normal,N,CSK,22,3,CSK_Player_3,Delhi,133,155,3,7,133,155
548,2016,Chennai,2016-04-11,CSK,MI,CSK,bat,normal,N,CSK,36,1,CSK_Player_10,Chennai,182,146,9,9,182,146
549,2016,Ahmedabad,2016-04-15,MI,SRH,MI,field,normal,N,SRH,21,0,SRH_Player_3,Ahmedabad,165,186,5,10,186,165
550,2016,Mohali,2016-04-21,MI,SRH,SRH,field,normal,N,MI,23,7,MI_Player_4,Mohali,164,141,3,3,164,141
551,2016,Mohali,2016-04-13,RR,RPS,RR,bat,normal,N,RR,4,4,RR_Player_9,Mohali,171,167,6,6,171,167
552,2016,Lucknow,2016-04-15,SRH,PBKS,PBKS,field,normal,N,SRH,13,1,SRH_Player_7,Lucknow,190,177,9,4,190,177
553,2016,Chennai,2016-04-08,RR,KKR,RR,field,normal,N,KKR,28,1,KKR_Player_6,Chennai,130,158,5,9,158,130
554,2016,Chennai,2016-04-26,GL,PBKS,PBKS,bat,normal,N,GL,7,6,GL_Player_4,Chennai,164,157,4,5,164,157
555,2016,Ahmedabad,2016-04-20,SRH,PBKS,SRH,bat,normal,N,PBKS,1,3,PBKS_Player_5,Ahmedabad,174,175,3,7,174,175
556,2016,Bangalore,2016-04-04,MI,RPS,RPS,bat,normal,N,RPS,2,2,RPS_Player_5,Bangalore,179,181,9,8,179,181
557,2016,Kolkata,2016-04-20,SRH,RR,SRH,bat,normal,N,SRH,17,3,SRH_Player_8,Kolkata,201,184,7,8,201,184
558,2016,Mohali,2016-04-05,PBKS,RCB,PBKS,field,normal,N,RCB,17,3,RCB_Player_1,Mohali,163,180,5,7,180,163
559,2016,Ahmedabad,2016-04-08,PBKS,RCB,PBKS,field,normal,N,RCB,44,5,RCB_Player_1,Ahmedabad,184,228,7,5,228,184
560,2016,Ahmedabad,2016-04-13,RR,KKR,KKR,field,normal,N,RR,23,5,RR_Player_9,Ahmedabad,198,175,5,4,198,175
561,2016,Mumbai,2016-04-03,DC,MI,MI,field,normal,N,DC,38,3,DC_Player_6,Mumbai,198,160,7,8,198,160
562,2016,Kolkata,2016-04-24,RPS,DC,RPS,bat,normal,N,DC,13,7,DC_Player_10,Kolkata,143,156,4,3,143,156
563,2016,Jaipur,2016-04-06,GL,MI,MI,bat,normal,N,MI,13,4,MI_Player_10,Jaipur,150,163,6,6,150,163
564,2016,Chennai,2016-04-05,MI,PBKS,MI,field,normal,N,MI,26,1,MI_Player_10,Chennai,148,122,9,8,122,148
565,2016,Chennai,2016-04-30,PBKS,CSK,PBKS,bat,normal,N,PBKS,22,4,PBKS_Player_1,Chennai,182,160,6,4,182,160
566,2016,Mohali,2016-04-14,KKR,DC,KKR,bat,normal,N,DC,26,0,DC_Player_6,Mohali,172,198,4,10,172,198
567,2016,Bangalore,2016-04-30,RCB,DC,RCB,bat,normal,N,DC,42,4,DC_Player_10,Bangalore,177,219,8,6,177,219
568,2016,Lucknow,2016-04-02,RPS,RCB,RPS,bat,normal,N,RCB,20,7,RCB_Player_6,Lucknow,119,139,5,3,119,139
569,2016,Mumbai,2016-04-07,GL,KKR,GL,bat,normal,N,GL,18,4,GL_Player_11,Mumbai,164,146,6,4,164,146
570,2016,Bangalore,2016-04-29,RR,SRH,SRH,field,normal,N,RR,26,2,RR_Player_8,Bangalore,166,140,8,8,166,140
571,2016,Chennai,2016-04-02,KKR,MI,KKR,field,normal,N,KKR,18,3,KKR_Player_8,Chennai,157,139,7,5,139,157
572,2016,Lucknow,2016-04-05,RCB,RPS,RPS,field,normal,N,RPS,15,5,RPS_Player_9,Lucknow,149,164,9,5,149,164
573,2016,Delhi,2016-04-01,GL,RR,GL,bat,normal,N,RR,9,3,RR_Player_1,Delhi,147,156,6,7,147,156
574,2016,Delhi,2016-04-30,SRH,MI,SRH,field,normal,N,SRH,36,0,SRH_Player_4,Delhi,203,167,10,7,167,203
575,2016,Bangalore,2016-04-28,PBKS,DC,DC,bat,normal,N,PBKS,21,7,PBKS_Player_4,Bangalore,157,136,3,9,157,136
576,2016,Lucknow,2016-04-16,RR,RPS,RPS,field,normal,N,RR,1,3,RR_Player_5,Lucknow,163,162,7,3,163,162
577,2016,Jaipur,2016-04-08,CSK,MI,MI,bat,normal,N,CSK,17,1,CSK_Player_10,Jaipur,157,140,9,3,157,140
578,2016,Chennai,2016-04-03,SRH,RR,RR,bat,normal,N,SRH,36,2,SRH_Player_9,Chennai,207,171,8,4,207,171
579,2016,Jaipur,2016-04-12,RPS,MI,RPS,field,normal,N,MI,8,6,MI_Player_5,Jaipur,152,160,10,4,160,152
580,2016,Hyderabad,2016-04-30,MI,KKR,MI,bat,normal,N,KKR,18,6,KKR_Player_10,Hyderabad,120,138,4,4,120,138
581,2016,Bangalore,2016-04-06,RPS,RR,RR,field,normal,N,RPS,19,3,RPS_Player_1,Bangalore,167,148,7,5,167,148
